channel_name,channel_id,watch_count
Mom Can Fix It,UCMyMSz6f-mYp8u6FN0AuAIA,5
Not Terrible Restorations,UClN4WzXIXAbmxjnfZ7EOoeg,5
Once in a Six Side,UCcF_kP0RMUjTsUYbuC4oCiQ,5
Parallel Pipes,UC65IEk6PTfRZzyvrcYypHQg,5
Phil Vandelay,UCchU2gYo5UunA6uh6JVOd9A,5
Robinson Foundry,UC6hWqs5McXbV1WPitfZK_PQ,5
Salim Benbouziyane,UC2eBMUTYqZSLrRJ1EBwJv-A,5
Sam Wilkinson,UCh6WZke1FfWu2V0xLh0idzw,5
SeanHodgins,UCE-bw6PRKuDlH6fP1mP4nOw,5
The Spiffing Brit,UCRHXUZ0BxbkU2MYZgsuFgkQ,5
TheKiwiGrower,UCmmjFuqCiWeRNgllAnj3QHA,5
Tweag,UCI1Z201n-8OelkSg0DVOsng,5
UnitOfTime,UCrcOrUcsMYRMqTfAy-IG0rg,5
Uptime Industries,UChD4brxh9TQUQpoq-9UX6yw,5
Weird Place,UCZ7lTa1z5BDG-nkAoAodVKQ,5
Wood By Wright ASMR,UCbMtJOly6TpO5MQQnNwkCHg,5
WoodcraftBySuman,UCJNY2_y5nPoghlAO6FPxHfg,5
Woodshop Mike,UCw5hhw80LKscgp8ns9lbhMg,5
Woodworkers Source,UCazwbNF0GGeGqfd5ZZcU5HA,5
Your Dinosaurs Are Wrong,UCmVa-cbCpkd5Cd9Fr_4tCWg,5
Zee Bashew,UCCXR2kCo7Lcw_BKwWxo09kw,5
edinho   carpinteiro,UCvoahKtTLnn0_udIHPUuWwg,5
scottbez1,UCzxBfc2Axi-Why6UwpFDn4w,5
wolfcrow,UC7gBcKzHKc0oOR5-XiWdlFQ,5
A Canadian Woodworker,UCgm6ByNSfMKBGLThXqInXwA,4
Adam in Wales - Board Game Design,UCTpG3S4CpZKMWeE8MrgKnhA,4
Aidin Robbins,UCcOTVI8YJJud1A6aRYrV4sg,4
Biped Potato,UC4BRTi6PhJxJPG8bqWauCiA,4
Bruce A. Ulrich,UCT-RzkjXz46GrO94QqDzg_w,4
BubsBuilds,UCBw7Ozk6B4-ZzrmFzbqmz9g,4
CBC Docs,UCsEbwT3FHpAey6prlu7tNhw,4
ChessPage1,UCO2QPmnJFjdvJ6ch-pe27dQ,4
Chris Doel,UClprs057uPe_PRcDcahE9_g,4
ChromaLock,UCu-cHa2_84GJOfF0SCEEB5g,4
ContraPoints,UCNvsIonJdJ5E4EXMa65VYpA,4
Copenhagen Suborbitals,UCPzFMJIsp2fOQ_ic5a_zXTA,4
Corporis,UCSriLWQC2J6wNeWXOGlIV4w,4
Cosador,UCDjxgI2zmHDgCwPEU_nIISA,4
Creel,UCq7dxy_qYNEBcHqQVCbc20w,4
Eng Etc e Tal,UCK9TaSKXfiY_Ck-WDOPavfw,4
FCB Lounge,UCgBktyHZeqF3SkU0SdcxmFA,4
HHG drums,UCz-nk0DB7DTiNPeS5xWWhyg,4
Helpful Edits: Comedy,UCViTC3_79g7R7E8ITznSS1Q,4
HomeRewire ™ - Rewiring Glasgow & Edinburgh,UCYoINMD1f0x9inc8qKRwpwQ,4
Homegrown Handgathered,UCCubeOA4BR9fAUhLPduri9w,4
How to Teach,UCTn9jf0SJJUozoRGgH5DyEg,4
Jersey Jack Pinball,UC-gVu4h9_0Do2wOIlW84Z1w,4
Joe Spins the Globe,UCXKmnJwSdPS6q-LJt-4acqA,4
Junksaw,UCcsH6xPzoV8mzQHYEJTCcRQ,4
Lewis Potts,UCVbsexWle5YAVTQHK3KdPPQ,4
Massoyan Jewelers,UCX_kOlX9HLzihXlCkrZnmvA,4
Matt and Tom,UCRUULstZRWS1lDvJBzHnkXA,4
Mr. Volt,UCvOOv9tfBMSzcXnDkgzMufA,4
OpenAI,UCXZCJLdBC09xxGZ6gcdrc6A,4
POUSE around the HOUSE,UCbrJ_0undEHUU2HA2YIGLVQ,4
Paper Will,UCPwuva5LbnwFTetkP_cUQHA,4
Personal Swimming,UCGjJgPbRx2pbfg0rr-jzlqg,4
Pneumatic Addict,UCD02RAib9K0kob8UMWwLMSA,4
Quality Culture,UCaCG7kHt515g73gjM77i6Xw,4
Shaun Boyd Made This,UC9Lfb5wvuqFXaEiEJtJYAYg,4
Shoyan Japanese Carpenter,UCdf5QHEpfrg3KydeT3iD2IQ,4
Steak Bentley,UCliK3gZpX4d6vPVv9D7OTfg,4
Storytellers,UCbphDfwSJmxk1Ny_3Oicrng,4
The Movie Rabbit Hole,UCB6ZABC2cArGjau4AyBMqVg,4
Thomas Frank,UCG-KntY7aVnIGXYEBQvmBAQ,4
TierZoo,UCHsRtomD4twRf5WVHHk-cMw,4
TyDa Space,UCdv7TrVZkF8moBThlFQbbmw,4
U.S. Masters Swimming,UCieORPCvi3T59wtqHLvbeww,4
Weaver Leather Supply,UCScnA5JERdAylMaEE3c-87Q,4
YUGOPNIK,UCs8mbJ-M142ZskR5VR0gBig,4
b2studios,UCIcGc8tDHYZ3vY3NcS8JXaQ,4
cookingWITHfred,UCJFGFsECyWh0iHRVW2QQSkA,4
prestongoes,UCI3yTtc0kShZ-S_Qsd5VTSQ,4
3D Printy,UC-gyf8xqFLLDQJQSSodRkcA,3
ARTiculations,UC09un3HxINkfdGjHvE1kXgw,3
Adam D,UCde9GuHm4FihKsYXVkGY6JA,3
Adam Neely,UCnkp4xDOwqqJD7sSM3xdUiQ,3
Akademia Szermierzy,UCRdamEq6Ij0pRzr3xZDobjw,3
AllFlavor Workshop,UCq8aeD4zMXv8OzsF_DonjCQ,3
ArTorr,UCHSU2msiHiOExWWdsIZ8omw,3
Bear Mountain Builds,UCFvz0E5-GOMZgsqM8fWgFdw,3
Blue Paw Print,UCtKPoOleoyj9dlI0tw4AZeg,3
Boosted Lifestyle,UCkcoapTJt7U0A5gZHogsSAA,3
Bright Sun Travels,UCHudN_9O_OD5KQIueahpYvg,3
Brothers Make,UC0A0TIq-WDyKZcGcOt5WpPA,3
Budget Nerd,UCYcJN7r9vsKhajdJtMjgvjw,3
CIVIL ENGINEERING BY CTCIVIL,UCnZc5-l-qeELlbcFbggfnXw,3
CS Ghost Animation,UC1rf511TyJlFICTvOZhHo1w,3
Calum on Raasay,UCt4ohYf50xMRn7ZmzG9Lgag,3
Catspaw Customs,UCbpnMJvuqeTyrcMB1-jwhCA,3
Chloe Sutton,UCGtUD7p3_FJHCYKLlAAXrvg,3
Code Bullet,UC0e3QhIYukixgh5VVpKHH9Q,3
CommCon,UCe_eAP4ToqFLSxzvkTlNzUQ,3
Craftswright,UCcgHUg4WmbVTC5QBOc68AJg,3
Croaky Oak,UCGEPj_GxmjICn5kxCO3sD-A,3
Dave Fogler at the Cinodrome,UCydaUi9uY9LuCZ97qHfpzhQ,3
Denver Beam,UCgJPZEtZFI71WJTjHbD2s0Q,3
Doktor Blutwurst,UCXoEyHfICxI_jNUEw2VwdRA,3
Domain-Driven Design Europe,UC3PGn-hQdbtRiqxZK9XBGqQ,3
Dreams of Autonomy,UCEEVcDuBRDiwxfXAgQjLGug,3
Drew Builds Stuff,UC073quTeFarhKNe8ZuC6Qig,3
EIGA,UCv8DWjBD7B82I7vcnLciN0Q,3
Eigen Designs,UCzrTUwE76hHl_VEXvN_pDyQ,3
Eric Welander,UCAPeu_wnvIB5AkQ-xnkLOJA,3
Everyday Food,UCl0kP-Cfe-GGic7Ilnk-u_Q,3
Felipe Lee,UC2Id1wkF3bPWy9J8dX1Yw3Q,3
Fungineering,UC96I4CS9vNy5zug3oJnwu-w,3
GamesWithGabe,UCQP4qSCj1eHMHisDDR4iPzw,3
Garage Sofa Games,UCBPyifWA0o8Zp3MMUhxZvjA,3
Geoff Marshall,UCd18OhMfRmjMjzSHP7Zrzmw,3
Hands On Katie,UCLqQ5m7AXj_oyUvLZPsts0Q,3
Hazell Nutz,UCqZtgaoxfGKBVk9NazBuaow,3
Illusive Automation,UCIwG2A6AjLnBC8uBmKRzLiA,3
JamieDev,UC-JTtk2nEdWPZTUDOPwEYbg,3
Konnected,UCMxqz5xCWYKtuhRPJQSyV4w,3
KrisFix-Germany,UCqTJrxxpJXfB4LB_NzNxbPA,3
LowSpecGamer,UCQkd05iAYed2-LOmhjzDG6g,3
M9 Workshop,UCHWkGLvZRYsjEHvFXLFhnlQ,3
Marcenaria Faça Você Mesmo,UCX7jDLmmoImKnMubL995P1A,3
Michael Rechtin,UCHS55yDvORmCpbM_3vNQQsQ,3
Mischa van den Burg,UCDAck-gFPTrgTx_qp59-bQA,3
Mr. Matt Woodworks,UCOmxPvBZSjsuIxZu82fkO5w,3
Mythbusters for the Impatient,UC4jQKUYBPfWykCAjQyHfeDQ,3
NeilCicieregaMusic,UCIOqgcoAGI2fycb89gPXMPA,3
Philosophy Tube,UC2PA-AKmVpU6NKCGtZq_rKQ,3
Physics for the Birds,UCeXksuVW8H1x9v4gh7DWoyQ,3
Quinton Reviews,UCM0V8r4kuIWIl6Sy-NHj2lg,3
Righteous Robot,UC5qFBTCSYO6Pc69bZk9CmfQ,3
Sensible Socialist,UCp7821cfb4vIBCoiBO-lxsg,3
Ser Justin,UC6QHyrf2ZmkxER0QwZ1ARtg,3
Stefan Gotteswinter,UCY8gSLTqvs38bR9X061jFWw,3
Steven.Woodward,UCUYnHl-hSxtI2evZhTWuZLg,3
Stuff Made Here 2,UCNlBbEpwffgWefkbRm73xxQ,3
Super VHS,UCZkY3NIeZfiY5vuwuZT5tLw,3
Taylor's Trick-Taking Table,UCGeRFP9_y9lA14zUZZbBf5Q,3
The Technical Difficulties,UCO-zhhas4n_kAPHaeLe1qnQ,3
Then & Now,UCkS_HP3m9NXOgswVAKbMeJQ,3
Tieran Freedman,UC5JY_-lwYHTyPfBy3Q8ungQ,3
Wood Nerds,UC1AkuPnrgrp2qqC7_udTS6A,3
Works By Design,UC0G7e3uCtTyKQy2vZbRaKxg,3
Yarmles,UC4lvxOWoEdFDwCaL6fDc49A,3
Yesterworld Entertainment,UCmOy2-vrvwDh6O1bTUB5m_g,3
Zebra Zone,UC6PIKnoGw7rJnND6_jdoo5w,3
allen's lab,UCUVzyC4knaI7IHeMKyRaDYw,3
byte sized engineering,UCtVgFluK-MmGpQoE7VCxa6w,3
maker.moekoe,UCo8axZ01Hwn1i0q1D0gMF_A,3
scratchbuilt designs,UCv3sBi6yj4XT5HoG7c162gw,3
3Blue1Brown,UCYO_jab_esuFRV4b17AJtAw,2
7 Day Swimmer - Tutorials,UCByEGVTcROtzxB1Dng8KR4w,2
Action BOX,UCHrFvnP1EEEZHNam_Nk_5rQ,2
Air Command Rockets,UCqOcPn8fVKqyxz9K0H6LQpg,2
Ana White,UC8oVoLGDj2spRfZfxgf54tw,2
Andy Julow,UCSKeK_8IzsqwKQBJuIGJPaA,2
Ars Technica,UCCDU1fsmgvWljcW2aodfJsA,2
BM Sculptures,UCixibRupM6mH3kuZQeLvpgA,2
Because Science,UCvG04Y09q0HExnIjdgaqcDQ,2
Burls Art,UCA9U3lyRLUyy0ni4XBw-Qdg,2
CNLohr,UCG7yIWtVwcENg_ZS-nahg5g,2
"Cafe Ex Machina, Kokkola",UCqc3qHGmsMKeFWF7wcFJyrA,2
Cranktown City,UCQ3KKU5-uaoLyKnGVzv1XNw,2
DAVID LYNCH THEATER,UCDLD_zxiuyh1IMasq9nbjrA,2
Derek From Malden,UC3eZZx-f8okUBCrt7bityFg,2
Devnul,UC7dhL8enALoQTlGdXWurBOQ,2
Dictionary of Obscure Sorrows,UCDetdM5XDZD1xrQHDPgEg5w,2
Dr. Jorge S. Diaz,UCEInGSUWzF2pB1REfRbZgmw,2
Excessive Overkill,UCwbyKKmjVdCpWzZZY-WnajA,2
Ferreto Engenharia,UCbLxHnIOlTWaAbf89kuVU8g,2
Five by Five Takes,UCC2Bw649-AJJWJDX74f85qg,2
Frank's Workbench,UCK-RcAfd3rmUG1NdEnkT-kQ,2
Fun Fun Function,UCO1cgjhGzsSYb1rsB4bFe4Q,2
Grant Sanderson,UC78Ib99EBhMN3NemVjYm3Ig,2
Gridlessness,UClt1rDdFd-VUX8VXmWummSQ,2
Gunnar Deatherage,UCzZIOm9qU-yXukOYRSTlPvA,2
How to make armor. ArmorySmith,UChHpGHPbuzudE6hZ-zlPn6g,2
I Build Stuff,UCvPX16dsLkRAzvGZKFiOl2Q,2
ISHITANI FURNITURE,UC7FkqjV8SU5I8FCHXQSQe9Q,2
JALI Research Inc,UC81KXmByEJbkl6BoxnQYlzg,2
John Kuiphoff,UCcULRf5ys_TV9x1my9lRXuA,2
Konstantin Bogdanov,UChqNzKbJQmeVmiYCAfRKHdA,2
Kris DeVo,UCgN2s2Uhqy76wy9ohC4WXdQ,2
LambdaConf,UCEtohQeDqMSebi2yvLMUItg,2
Levi Janssen,UCtKfv-cquuKDFje61-B6oeQ,2
Local Bytes,UCfbRl1KzQc4yEFAzpnkOLFQ,2
MR A BUILDERS,UCpzv4k_PjwyCiUU5kXq_MfQ,2
Movie Musical Mania,UC3URb-k6D55tGJ_rZm53lCA,2
Ninjas da Construção,UCD8SSxhXiQRhudlRECoiMdQ,2
Noam A,UCNbC3in6YO2TqbQaeqb1c6w,2
NorthSummitStudio,UCi_HCTi-8-fnvrmiPp0YKiQ,2
Oats Studios,UCD4ZEYIBnHIC2DUhiizMOHg,2
Open Options,UC-bvC74gWcgwSm2SNKebYlQ,2
Pailin's Kitchen,UC27C_HWo-UmKkdWGsRJZ8EA,2
Perkins Roofing Corp.,UChJZpBYXOuR0j1EHJugv5hg,2
Plascon Plastics,UClJAMn3Pmd1ja3sDF9M-Ssg,2
Primer,UCKzJFdi57J53Vr_BkTfN3uQ,2
ProtoCooks with Chef Frank,UC368WO9e4BWuPYAeSIuaUsg,2
Quentyn Taylor,UCL91C3IZDv3wfj2ABhdRIrw,2
Rainfall Projects,UCPO4D4-UeeFQceK8XrgwXug,2
Robert Miles AI Safety,UCLB7AzTwc6VFZrBsO2ucBMg,2
Sebastian Lague,UCmtyQOKKmrMVaKuRXz02jbQ,2
Shara Woodshop Diaries,UCu75kgyGR3SqYfFTu4F0XLg,2
Starr Woodworks,UCw2yGi6rSAEciIywXyCZwbA,2
Story Mode,UCXDIl5ElYimqmasGFGmp7Eg,2
Studio Flow,UC9dIabKnlWdspHH0BlJc3Vw,2
Tales from Elsewhere,UCOfGC1XvFR4YBAu69Vsc9sw,2
The Science Asylum,UCXgNowiGxwwnLeQ7DXTwXPg,2
The Tarnished Archaeologist,UCcIpxEgQbZSJNe20jbyKJFQ,2
Tom Explores Los Angeles,UCqXj1l54mZYnYMb69lUeRSg,2
Travis Mitchell,UCxeCTSIOz_KV1ZnRQKfXJCQ,2
Tu Carpintería y Tú,UCulzaY9m1XA7OSTvPfyXTFA,2
Up and Atom,UCSIvk78tK2TiviLQn4fSHaw,2
UpIsNotJump2,UCTsAy9QEIpcMA4oPsMqHE7w,2
Weld Coach,UCSmhSFZLW6tZMyy3P-FFMfw,2
Wesley Kagan,UCy-IytMjnUY6_bAxD7yuZ-w,2
Whitney Knitter,UC5tZUVl9MpER_jX7-SRF5Hg,2
Write the Docs,UCr019846MitZUEhc6apDdcQ,2
ZILA,UCDOevaNqzu45_EZm_BuT3Xw,2
bwulf,UCf2P-7U4sAUCgLFTGQu75FQ,2
create,UC_qfuHJ7Nz8C6g9ACTuAPEA,2
donoteat01,UCFdazs-6CNzSVv1J0a-qy4A,2
engineerguy,UC2bkHVIDjXS7sgrgjFtzOXQ,2
parillaworks,UCotJdR9rXL-jhkSe-nfVH8g,2
pratt ceramics,UCyPA86QVB2frBVy0QTFdNSg,2
A Minha Bancada,UCWepanEXsaUTmquMVIpeC6g,1
ADWOODS WORKSHOP,UCL0f_3ko-fNidoCjkwsMuvw,1
Alarm Techs NZ,UCYY4Jo3QTtae11UazZl3EOQ,1
AlzaboHD,UChjvn1FAS-NM-ZHquro2GZA,1
Building Small,UCOaahUEdd8HVcoPmGd0f08A,1
Cloth Map,UCs_6gVNVQOgq6MGDdt3h8HQ,1
CovaConcepts,UCNkabx2R1guY-gILL0b9YFg,1
Culinary Exploration,UCezJ2OMlEwVJ5tMitCYL6DQ,1
Deep Dive,UCFPGKw4jb7CJur6cHmIgI3Q,1
Distracted by Design,UCdafAPpZsMMQ4FWvq5minvw,1
Donald Feury (dak425),UCTHij3Ac5GizLsn5yB4IX_Q,1
Easy Composites Ltd,UC7F-suscQATns3qRYHpyijw,1
Ema Italian Maker,UCkzWSVSLum4_3zcLVyMN-dA,1
Erlang Solutions,UCKrD_GYN3iDpG_uMmADPzJQ,1
Extremities,UCTWKe1zATFV6d0o6oLS9sgw,1
GlassCast Resin,UCwLlH0V1F73FqOH7PMYCMwQ,1
Hayven Games,UCjVDQloX4cIpGqpM6mdyD2Q,1
How To Sand A Floor,UCFa0uFDT1tQBdBXhw__QsmA,1
Istio,UC-zVlo1F3mUbExQ96fABWcQ,1
Jacob Pradels,UCwEEjrUYHDyQsYPTQdNVacg,1
Kamil Skowron,UCyZar0X0FKFx1mfhSbT0AaQ,1
LaLaRC [라라RC],UCwbV1lfgV-7ZamC-dyi6grA,1
Lachlan Evenson,UCC5NsnXM2lE6kKfJKdQgsRQ,1
Lets Weld Something,UCHNlp0SkVEuVVHNtAuRH8UA,1
Liqo,UCYbWJMfwy3P6xT4JI_K84xw,1
Ludodrome,UC1MeZc7EDv8IQfqkVlZ_gnA,1
Lumberjack Build,UCC8RsQD36N6u_EPhdiS5qqQ,1
Making It,UCnD5lTlF3_tMTs5br5LjXXg,1
Materia Millwork,UCpTGgI7Y2GduFvpzq3FVzsQ,1
Mike Zamansky,UCxkMDXQ5qzYOgXPRnOBrp1w,1
Milwaukee Brasil,UCMUjyLQdLQWakX4V5xh1AWg,1
Nic Jackson,UC2V1SxXFUa5YxVJvTsrCgyg,1
Olivier Gomis,UC3kU2wdJ-PDJ4wZ1se7yBzg,1
Peaked Interest,UCfc6gIAlLtPwRKjj6E2KqLA,1
Qiqi Impact,UCVdGtFtxmc5P1u0-S7nPc4g,1
Rabbit Hole,UChxOodn3PfsH16dT41b9V8w,1
Rattle Kings,UCySsIrJi5goJb64_1y2dfSA,1
Rings Workshop,UCq0J_cP95El0KIkFf53vWoQ,1
Roberto Muricy,UCXQ81K5xiIl5BKWvlFdUkOg,1
Rustunit,UC6I_iEkF4KIGDOEL1cdcocQ,1
SATANSGUIDE,UCbYS0vE3aSlIcZGNxq2ZkjQ,1
Scott Z. Walkinshaw,UCo6GWFO2jnZYGprja5R545g,1
Sergei Winitzki,UCWpjX-z6_oNZhcHPzAAQy6g,1
Slightly Left of Centre,UCL49vdU-wXNu7RlHCxgHnkw,1
Stranger Parts,UCpDy_c0Wwcxxm1abKECH8zA,1
The Sheet Metal Kid,UCcex5P2d5l-5J5rib5B_MgA,1
Tidal Effect,UCSwYlvNiRGDh-2VyMqPlXmw,1
Tom Fidgen,UCaWR_UvszqJ0xIJYXcep3_w,1
Tormod Gilje Rossavik,UCtZ6eLCvkTX55XwBNy5oSTQ,1
US Digital,UCE18NVixiLaz0itt9T84jCw,1
Verge Science,UCtxJFU9DgUhfr2J2bveCHkQ,1
Vsauce3,UCwmFOfFuvRPI112vR5DNnrA,1
Waldo's World,UC6xNwCtnpXrWdFzDqn3lupg,1
Walnut Workshop,UCk6FNfe7yppiCyYXzAzM2MA,1
We Love Welding,UCh3ghd5RymWW-nt1NKt8vUw,1
YOMI Learn,UCidh5bs9k4UNSUysTia6rmA,1
Yisrael Dov L,UCNqFXwI5gNcyxt2c1zTQAKw,1
agepbiz,UC9lrGtEV25byBEw1JW65G4A,1
bobby feeno,UCAB03M7mYqGLyxPHbmE0wYw,1
buildxyz,UCyk_Oy9yB4Ydp_R01VLQYVw,1
mitxela,UCeEf90AEmmxaQs5BUkHqR3Q,1
pocket83²,UCZlSWjPEoVWaatAluWu3qWQ,1
